Specimen properties : Length,30,mm,Unnamed: 3,Start here,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Stress-Strain,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Linear,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Modulus,Unnamed: 35,Failure,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
85.292,0.30583,0.89828,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.392,0.30583,0.90859,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.492,0.30583,0.91875,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.592,0.30572,0.98914,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.692,0.30572,0.88403,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.792,0.30572,1.00013,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.892,0.30572,1.0226,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.992,0.30572,0.96344,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.092,0.30566,0.98798,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.192,0.30566,1.00419,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.292,0.3056,0.93545,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.392,0.3056,0.98471,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.492,0.3056,1.01539,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.592,0.3056,1.00739,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.692,0.30555,0.96055,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.792,0.30549,1.02809,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.892,0.30543,0.98484,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.992,0.30538,0.99058,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.092,0.30538,0.99941,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.192,0.30532,0.96431,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.292,0.30532,0.96999,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.392,0.30526,1.00291,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.492,0.30521,0.95899,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.592,0.30515,0.99785,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.692,0.30504,1.01141,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.792,0.30481,1.02126,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.892,0.30453,1.00967,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.992,0.30396,1.04335,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.092,0.30334,0.96121,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.192,0.303,0.94503,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.292,0.30254,0.96404,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.392,0.30215,0.86954,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.492,0.30192,0.87851,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.592,0.30158,0.90857,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.692,0.30141,0.89497,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.792,0.30124,0.93286,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.892,0.30107,0.85785,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.992,0.30096,0.88773,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.092,0.30084,0.89673,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.192,0.30079,0.87599,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.292,0.30079,0.86103,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.392,0.30073,0.86163,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.492,0.30073,0.87984,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.592,0.30073,0.87312,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.692,0.30067,0.80345,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.792,0.30067,0.84288,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.892,0.30067,0.86003,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.992,0.30067,0.86382,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.092,0.30067,0.88698,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.192,0.30079,0.84088,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.292,0.30079,0.83404,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.392,0.30079,0.89427,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.492,0.30079,0.87061,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.592,0.30084,0.89405,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.692,0.30073,0.84655,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.792,0.30084,0.86749,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.892,0.30084,0.86368,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.992,0.3009,0.87502,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.092,0.3009,0.87704,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.192,0.3009,0.84386,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.292,0.3009,0.86042,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.392,0.3009,0.84105,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.492,0.3009,0.87909,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.592,0.3009,0.94212,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.692,0.3009,0.8605,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.792,0.30096,0.99201,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.892,0.30096,0.87984,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.992,0.30096,0.85778,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.092,0.30096,0.90897,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.192,0.30096,0.90297,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.292,0.30096,0.88125,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.392,0.30096,0.89715,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.492,0.30096,0.84645,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.592,0.30096,0.9253,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.692,0.30096,0.93441,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.792,0.30096,0.901,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.892,0.30096,0.93725,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.992,0.30096,0.94415,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.092,0.30096,0.90576,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.192,0.30096,0.87799,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.292,0.30096,0.97317,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.392,0.30096,0.95967,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.492,0.30096,0.85394,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.592,0.30096,0.9637,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.692,0.30101,0.90541,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.792,0.30101,0.88083,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.892,0.3009,0.90576,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.992,0.30101,0.9083,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.092,0.30101,0.9232,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.192,0.30101,0.88327,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.292,0.30101,0.87954,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.392,0.30101,0.8822,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.492,0.30101,0.88857,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.592,0.30101,0.91478,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.692,0.30101,0.92031,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.792,0.30101,0.90016,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.892,0.30101,0.94097,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.992,0.30101,0.90158,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.092,0.30101,0.90068,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.192,0.30101,0.93153,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.292,0.30101,0.89126,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.392,0.30101,0.92539,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.492,0.30101,0.87019,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.592,0.30101,0.88411,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.692,0.30101,0.89624,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.792,0.30101,0.90931,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.892,0.30096,0.96852,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.992,0.30096,0.92263,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.092,0.30096,0.98512,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.192,0.30096,0.88698,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.292,0.30096,0.91061,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.392,0.30096,0.92413,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.492,0.30096,0.92188,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.592,0.30096,0.94349,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.692,0.30096,0.94295,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.792,0.30096,0.93783,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.892,0.30096,0.99017,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.992,0.30096,0.88199,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.092,0.30096,0.89797,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.192,0.30096,0.94573,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.292,0.30096,0.8855,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.392,0.30096,0.89995,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.492,0.30096,0.95728,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.592,0.30101,0.96776,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.692,0.30101,0.86441,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.792,0.30101,0.94472,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.892,0.30101,0.9422,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.992,0.30101,0.91209,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.092,0.30101,0.94301,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.192,0.30101,0.97726,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.292,0.30101,0.90188,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.392,0.30101,0.8978,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.492,0.30101,0.91261,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.592,0.30101,0.92155,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.692,0.30101,0.91244,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.792,0.30096,0.95775,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.892,0.30096,0.9253,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.992,0.30096,0.97373,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.092,0.30101,0.91152,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.192,0.30101,0.9038,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.292,0.30101,0.91683,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.392,0.30101,0.94426,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.492,0.30101,0.89426,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.592,0.30101,0.98793,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.692,0.30101,0.90229,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.792,0.30101,0.87101,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.892,0.3009,0.94911,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.992,0.30101,0.97362,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.092,0.30101,0.88364,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.192,0.3009,0.92386,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.292,0.30101,0.91366,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.392,0.30101,0.90271,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.492,0.30101,0.88798,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.592,0.30101,0.91556,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.692,0.30101,0.87459,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.792,0.30101,0.91565,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.892,0.30101,0.97821,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.992,0.30101,0.86295,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.092,0.30101,0.93341,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.192,0.3009,0.96837,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.292,0.30101,0.90954,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.392,0.30101,0.90925,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.492,0.30101,0.94637,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.592,0.30101,0.96139,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.692,0.30101,0.93623,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.792,0.30101,0.95902,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.892,0.30101,0.92659,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.992,0.30101,0.94493,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.092,0.30101,0.92096,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.192,0.30101,0.91978,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.292,0.30101,0.93424,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.392,0.30101,0.92435,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.492,0.30101,0.90218,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.592,0.30101,0.93891,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.692,0.3009,0.96148,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.792,0.30101,0.90045,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.892,0.3009,0.9246,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.992,0.3009,0.96208,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.092,0.3009,0.89385,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.192,0.3009,0.90711,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.292,0.3009,0.93306,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.392,0.3009,0.8725,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.492,0.3009,0.89561,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.592,0.3009,0.98275,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.692,0.3009,0.84969,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.792,0.3009,0.9336,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.892,0.3009,0.90094,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.992,0.3009,0.90062,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.092,0.3009,0.96685,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.192,0.3009,0.95146,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.292,0.3009,0.92916,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.392,0.3009,0.90734,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.492,0.3009,0.87332,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.592,0.3009,0.91009,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.692,0.3009,0.94891,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.792,0.3009,0.92456,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.892,0.3009,0.92824,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.992,0.3009,0.92759,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.092,0.3009,0.94154,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.192,0.3009,0.88254,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.292,0.3009,0.87477,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.392,0.30101,0.94546,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.492,0.3009,0.91133,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.592,0.3009,0.93965,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.692,0.3009,0.90476,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.792,0.3009,0.87273,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.892,0.3009,0.91798,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.992,0.3009,0.95532,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.092,0.3009,0.89584,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.192,0.3009,0.91371,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.292,0.3009,0.9059,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.392,0.3009,0.87544,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.492,0.3009,0.87362,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.592,0.3009,0.94168,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.692,0.3009,0.896,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.792,0.3009,0.96712,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.892,0.3009,0.89445,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.992,0.3009,0.86856,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.092,0.3009,0.93315,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.192,0.3009,0.91252,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.292,0.3009,0.92008,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.392,0.30101,0.9604,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.492,0.30101,0.90853,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.592,0.30101,0.94134,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.692,0.30101,0.86228,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.792,0.30101,0.94309,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.892,0.3009,0.94553,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.992,0.3009,0.90582,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.092,0.3009,1.02004,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.192,0.3009,0.84732,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.292,0.3009,0.91451,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.392,0.3009,0.96397,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.492,0.3009,0.88988,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.592,0.3009,0.96349,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.692,0.3009,0.92154,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.792,0.3009,0.87598,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.892,0.3009,0.87804,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.992,0.3009,0.89549,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.092,0.3009,0.96058,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.192,0.3009,0.9219,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.292,0.3009,0.95828,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.392,0.3009,0.92537,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.492,0.3009,0.92388,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.592,0.3009,0.90735,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.692,0.3009,0.87475,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.792,0.3009,0.91035,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.892,0.3009,0.88843,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.992,0.3009,0.91877,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.092,0.3009,0.95123,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.192,0.3009,0.97315,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.292,0.3009,0.85453,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.392,0.3009,0.90034,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.492,0.30101,0.96143,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.592,0.3009,0.88177,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.692,0.3009,0.91934,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.792,0.3009,0.94019,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.892,0.3009,0.92593,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
